0.48
0.46
0.54
0.64
0.59
0.62
0.59
0.67
0.68
0.65
0.73
0.69
0.66
0.71
0.73
0.75
0.7
0.67
0.71
0.7
0.7
0.69
0.7
0.72
0.71
0.7
0.72
0.72
0.73
0.73
0.72
0.71
0.68
0.7
0.73
0.77
0.72
0.75
0.68
0.74
0.73
0.74
0.77
0.73
0.74
0.75
0.76
0.76
0.78
